Asking Price,Street,City,State,Zip
365000.00,6024 SE 89th Ave, Portland,OR,97266
399900.00,14641 NE Russell Ct, Portland,OR,97230
649000.00,17010 NW Tristan St, Portland,OR,97229
1625000.00,3401 NE Couch St, Portland,OR,97232
950000.00,13929 NW Glendoveer Dr, Portland,OR,97231
780000.00,1420 NW Lovejoy St APT 714, Portland,OR,97209
599000.00,410 NE 71st Ave, Portland,OR,97213
965000.00,1368 SW 58th Ave, Portland,OR,97221
758000.00,10333 SW Terwilliger Pl, Portland,OR,97219
474750.00,3909 SE Bybee Blvd, Portland,OR,97202
849900.00,681 NW 94th Ter, Portland,OR,97229
399000.00,5946 SE Kelly St, Portland,OR,97206
650000.00,3100 NW Wilson St, Portland,OR,97210
189000.00,6220 SW Capitol Hwy APT 7, Portland,OR,97239
465000.00,5504 SW Seymour Ct, Portland,OR,97221
330000.00,6816 SE 86th Ave, Portland,OR,97266
650000.00,5254 N Princeton St, Portland,OR,97203
485000.00,2824 SE Division St, Portland,OR,97202
254950.00,14925 NE Sacramento St UNIT 20, Portland,OR,97230
419950.00,6942 SE 112th Ave, Portland,OR,97266
319900.00,610 SW Nevada St APT F, Portland,OR,97219
235000.00,908 SW Gaines St APT 19, Portland,OR,97239
895000.00,107 SW Kingston Ave, Portland,OR,97205
550000.00,4233 SE Lexington St, Portland,OR,97206
249900.00,4411 NE Killingsworth St UNIT 208, Portland,OR,97218
1799900.00,1920 SW River Dr UNIT 1202, Portland,OR,97201
760000.00,4406 SE Belmont St, Portland,OR,97215
900000.00,4333 NE Brazee St, Portland,OR,97213
410000.00,17 NE Lombard St, Portland,OR,97211
637500.00,7205 SE 71st Ave, Portland,OR,97206
785000.00,6223 SE 31st Ave, Portland,OR,97202
800000.00,1511 E Marion St, Seattle,WA,98122
785000.00,3723 60th Ave SW, Seattle,WA,98116
525000.00,2911 2nd Ave UNIT 1017, Seattle,WA,98121
460000.00,159 Denny Way APT 210, Seattle,WA,98109
1249999.00,2631 W Boston St, Seattle,WA,98199
980000.00,1928 35th Ave W, Seattle,WA,98199
1350000.00,1018 W Garfield St, Seattle,WA,98119
535000.00,5016 California Ave SW APT 606, Seattle,WA,98136
749950.00,125 E Lynn St UNIT 103, Seattle,WA,98102
575000.00,7053 16th Ave SW, Seattle,WA,98106
525000.00,328 NW 79th St, Seattle,WA,98117
875000.00,11549 24th Ave NE, Seattle,WA,98125
380000.00,1221 Minor Ave APT 601, Seattle,WA,98101
799000.00,8132 5th Ave SW, Seattle,WA,98106
565000.00,2911 2nd Ave UNIT 304, Seattle,WA,98121
515000.00,2801 1st Ave APT 1102, Seattle,WA,98121
1099000.00,6518 1st Ave NW, Seattle,WA,98117
719950.00,2131 N 88th St, Seattle,WA,98103
290000.00,2334 NE 102nd St APT 203, Seattle,WA,98125
667000.00,1766 NW 59th St #B, Seattle,WA,98107
1899950.00,342 NW 89th St, Seattle,WA,
375000.00,3661 Phinney Ave N APT 106, Seattle,WA,98103
945000.00,1728 104th Ave NE, Seattle,WA,98125
889000.00,1106 NW 64th St, Seattle,WA,98107
2750000.00,1414 E Valley St, Seattle,WA,98112
874950.00,3104 14th Ave S, Seattle,WA,98144
795000.00,4710 48th Ave S, Seattle,WA,98118
1049950.00,588 Bell St #2802S, Seattle,WA,98121
900000.00,7541 Seward Park Ave S, Seattle,WA,98118
395000.00,2414 1st Ave APT 508, Seattle,WA,98121
799999.00,5725 38th Ave NE, Seattle,WA,98105
324950.00,408 Bellevue Ave E APT 305, Seattle,WA,98102
1375000.00,11023 23rd Ave NE, Seattle,WA,
975000.00,1634 N 53rd St, Seattle,WA,98103
819000.00,1808 Minor Ave #2407, Seattle,WA,98101
645000.00,1308 S College St, Seattle,WA,98144
399999.00,275 W Roy St APT 104, Seattle,WA,98119
425000.00,2415 2nd Ave APT 549, Seattle,WA,98121
825000.00,2112 14th Ave S, Seattle,WA,
639000.00,3047 NE 97th St, Seattle,WA,98115
2195000.00,450 Kansas St, San Francisco,CA,94107
1495000.00,815 Union St, San Francisco,CA,94133
1805000.00,280 Spear St UNIT 11A, San Francisco,CA,94105
1249000.00,631 Folsom St APT 11F, San Francisco,CA,94107
789000.00,226 27th St APT 10, San Francisco,CA,94131
2395000.00,1500 11th Ave, San Francisco,CA,94122
2150000.00,324 32nd Ave, San Francisco,CA,94121
2425000.00,145 Buchanan St, San Francisco,CA,94102
2199000.00,1390 41st Ave, San Francisco,CA,94122
1190000.00,134-150 Porter St, San Francisco,CA,94110
1750000.00,262 Funston Ave, San Francisco,CA,94118
1375000.00,398 Guerrero St #4, San Francisco,CA,94103
2950000.00,407 Missouri St, San Francisco,CA,94107
1798888.00,401 Harrison St APT 14C, San Francisco,CA,94105
950000.00,1488 Harrison St APT 203, San Francisco,CA,94103
1995000.00,2828 Wawona St, San Francisco,CA,94116
1500000.00,1732 Fell St, San Francisco,CA,94117
5600000.00,164 Belvedere St, San Francisco,CA,94117
1195000.00,130 Baden St, San Francisco,CA,94131
2995000.00,76 Divisadero St, San Francisco,CA,94117
995000.00,201-103 Harrison St, San Francisco,CA,94105
1025000.00,3301 Cesar Chavez #A, San Francisco,CA,94110
1095000.00,3305 Cesar Chavez St, San Francisco,CA,94110
1699000.00,875 Indiana St UNIT 515, San Francisco,CA,94107
2250000.00,480-482 Funston Ave, San Francisco,CA,94118
2395000.00,5 Dawson Pl, San Francisco,CA,94108
1700000.00,649 28th St, San Francisco,CA,94131
1529000.00,255 Berry St APT 519, San Francisco,CA,94158
4998000.00,2169 Folsom St APT M305, San Francisco,CA,94110
1199000.00,1278 Sacramento St, San Francisco,CA,94108
1995000.00,338 Main St UNIT 17A, San Francisco,CA,94105
749000.00,1 Edgar Pl, San Francisco,CA,94112
1495000.00,1904 Steiner St #C, San Francisco,CA,94115
878000.00,197-199 Joost Ave, San Francisco,CA,94131
1149000.00,401 Harrison St APT 24G, San Francisco,CA,94105
1895000.00,262 6th Ave, San Francisco,CA,94118
949000.00,1222 43rd Ave, San Francisco,CA,94122
1399000.00,10 S Park St APT 9, San Francisco,CA,94107
3750000.00,888 Waller St, San Francisco,CA,94117
409900.00,The Crawford Plan,The Maxwell,,
224900.00,1975 Nocturne Dr UNIT 2206,Alpharetta,GA,30009
319900.00,7210 Post Park Way,Cumming,GA,30040
755900.00,The Greenwood Plan,East of Main,,
615000.00,2560 Hamptons Run,Alpharetta,GA,30005
502900.00,The Bennett Plan,Central Park at Deerfield Township,,
646198.00,144 Britten Pass,Alpharetta,GA,
620000.00,420 Guardsman Ct,Alpharetta,GA,30022
374900.00,The Edgehill Plan,The Maxwell,,
1082000.00,Weatherford Plan,Shirley Estates,,
299000.00,200 Denna Dr,Alpharetta,GA,30009
774900.00,The Sterling Plan,East of Main,,
925000.00,1670 Eversedge Dr,Alpharetta,GA,30009
480900.00,The Wesley Plan,Central Park at Deerfield Township,,
1100000.00,West Main Plan E Plan,West Main Townhomes,,
364900.00,The Fortman Plan,The Maxwell,,
435000.00,11850 Dancliff Trce,Alpharetta,GA,30009
353890.00,6015 Stella Dr,Alpharetta,GA,
435000.00,300 Park Creek Dr,Alpharetta,GA,30005
449900.00,5560 Surrey Ct,Alpharetta,GA,30009
538900.00,360 Aylesworth Cv,Alpharetta,GA,30022
285000.00,10360 Ash Rill Dr,Alpharetta,GA,30022
413900.00,Hunter Plan,Artisan,,
650000.00,12900 Cogburn Overlook,Alpharetta,GA,30004
400000.00,10885 Pinewalk Forest Cir,Alpharetta,GA,30022
339000.00,2630 Highland Pass,Alpharetta,GA,30004
434900.00,EDISON Plan,Caravelle at Windward Park : Caravelle,,
400000.00,10885 Pinewalk Forest Cir #38,Alpharetta,GA,30022
1100000.00,Rosemoore Plan,Shirley Estates,,
400400.00,590 Duval Dr #0,Alpharetta,GA,30009
400400.00,570 Duval Dr #0,Alpharetta,GA,30009
398250.00,909 Catamaran Ct #0,Alpharetta,GA,30005
599460.00,290 Villa Magnolia Ln #0,Alpharetta,GA,30009
446405.00,720 Topsail Ln #0,Alpharetta,GA,30005
598720.00,340 Villa Magnolia Ln #0,Alpharetta,GA,30009
400250.00,585 Duval Dr #0,Alpharetta,GA,30009
426800.00,560 Duval Dr #0,Alpharetta,GA,30009
664205.00,330 Villa Magnolia Ln #0,Alpharetta,GA,30009
427100.00,600 Duval Dr #0,Alpharetta,GA,30009
420900.00,565 Duval Dr #0,Alpharetta,GA,30009
204990.00,Bellevue Plan,Stoney Ridge,,
750000.00,2710 W 49th St,Austin,TX,78731
439900.00,1417 Kramer Ln #22,Austin,TX,78758
449900.00,1417 Kramer Ln #24,Austin,TX,78758
497990.00,Plan 242 Plan,Parten 75ft. lots,,
429900.00,5608 Wolf Ct,Austin,TX,78731
380000.00,1110 Eleanor St,Austin,TX,78721
567990.00,Plan 224 Plan,Parten 85ft. lots,,
172500.00,908 Poplar St APT 105,Austin,TX,78705
1195000.00,Castleton B Plan,The Grove,,
310000.00,1741 Spyglass Dr #1-224,Austin,TX,78746
795000.00,6502 Shadow Valley Dr #A & B,Austin,TX,78731
260000.00,1106 Crown Oaks Dr,Austin,TX,78753
375000.00,9706 Tanglemede St,Austin,TX,78748
439000.00,10032 Valona Dr,Austin,TX,78717
312205.00,15111 Forum Ave,Pflugerville,TX,78660
899900.00,11012 Roy Butler Dr,Austin,TX,78717
788000.00,6708 Sangiacomo Cv,Austin,TX,78759
319000.00,12317 Emery Oaks Rd,Austin,TX,78758
297990.00,Lamar Plan,Vistas of Austin,,
423990.00,Maestro Plan,Park at 51 East,,
104995.00,13021 Dessau Rd. #479 Plan,River Ranch,,
347000.00,Bennet Plan,Goodnight Ranch,,
93995.00,7600 Daffan Lane #506 Plan,Oak Crest,,
1150000.00,4633 Far West Blvd APT 3,Austin,TX,78731
486990.00,Plan 204 Plan,Parten 75ft. lots,,
350000.00,87 Navasota St,Austin,TX,78702
299999.00,1100 Hatteras Dr,Austin,TX,78753
275990.00,Marion Plan,Bradshaw Crossing Ridgepointe and Cottage Collection,,
1010630.00,16312 Donoher Dr,Austin,TX,
580000.00,2705 White Horse Trl,Austin,TX,78757
507990.00,Plan 242 Plan,Parten 85ft. lots,,
369000.00,8410 Spring Valley Dr,Austin,TX,78736
675000.00,1126 Linden St #1,Austin,TX,78702
448000.00,2804 S 1st St #1109,Austin,TX,78704
489990.00,Samira Plan,Parten 75s,,
284500.00,8512 Palace Pkwy,Austin,TX,78748
735000.00,Laurel C Plan,The Grove,,
739990.00,2716 Bear Springs Trl,Austin,TX,78748
539900.00,7417 Cordoba Dr,Austin,TX,78724
280950.00,Madison B Plan,Kendall Lakes,,
252800.00,Elise B Plan,Kendall Lakes,,
274150.00,Elise B GR Plan,Kendall Lakes,,
224740.00,Balboa Plan,Mustang Crossing,,
195990.00,Polo Plan,Mustang Crossing,,
273150.00,Elise C GR Plan,Kendall Lakes,,
230000.00,1517 Bayou Dr,Alvin,TX,77511
217740.00,Pizarro Plan,Mustang Crossing,,
235000.00,5180 Kendall Cove Ct,Alvin,TX,77511
232490.00,Magellan Plan,Mustang Crossing,,
179900.00,7ACRE Fm 2403 Rd,Alvin,TX,77511
205490.00,Desoto Plan,Mustang Crossing,,
225000.00,1723 Redwood Cir,Alvin,TX,77511
286500.00,Lennox B Plan,Kendall Lakes,,
225990.00,5193 Dry Hollow Dr,Alvin,TX,
222490.00,Hudson Plan,Mustang Crossing,,
185712.00,1609 S Booth Ln,Alvin,TX,77511
228900.00,1820 Winding Trail Ln,Alvin,TX,77511
183240.00,Primrose Plan,Mustang Crossing,,
230000.00,704 Columbia St,Alvin,TX,77511
216740.00,Boone Plan,Mustang Crossing,,
219900.00,383 De Coster Blvd,Alvin,TX,77511
311950.00,Rylan B Plan,Kendall Lakes,,
213740.00,Cabot Plan,Mustang Crossing,,
227490.00,Cortez Plan,Mustang Crossing,,
317000.00,17200 East Ave,Alvin,TX,77511
279000.00,502 W Sealy St,Alvin,TX,77511
230000.00,1516 W Blum St,Alvin,TX,
189990.00,Magnolia Plan,Mustang Crossing,,
449000.00,0 Clifford St,Alvin,TX,77511
362500.00,3387 Clearwood Cir,Alvin,TX,77511
135000.00,17131 East Ave,Alvin,TX,77511
524500.00,2002 Mustang Rd,Alvin,TX,77511
247900.00,719 Rim Water Dr,Alvin,TX,77511
345000.00,0 Rowan Burton Rd,Alvin,TX,77511
170000.00,1502 Bellaire Blvd,Alvin,TX,77511
178000.00,1611 W Sealy St,Alvin,TX,77511
259000.00,394 Lake Line Dr,Alvin,TX,77511
235000.00,1203 Quarterhorse Dr,Alvin,TX,77511
599000.00,7261 Inkster Rd,Bloomfield Hills,MI,48301
99900.00,408 Fox Hills Dr S #6,Bloomfield Hills,MI,48304
748900.00,1808 E Mohawk Ct,Bloomfield Hills,MI,48302
450000.00,3957 Spur Hill Dr,Bloomfield Hills,MI,48304
899000.00,3060 Chickering Ln,Bloomfield Hills,MI,48302
389000.00,2517 Wildbrook Run,Bloomfield Hills,MI,48304
849000.00,4386 Compton Way,Bloomfield Hills,MI,48302
699900.00,3939 Oakland Dr,Bloomfield Hills,MI,48301
1250000.00,580 Hamilton Rd,Bloomfield Hills,MI,48301
1850000.00,1257 Water Cliff Dr,Bloomfield Hills,MI,48302
275000.00,4535 Pickering Rd,Bloomfield Hills,MI,48301
399900.00,6070 Darramoor Rd,Bloomfield Hills,MI,48301
875000.00,366 Sycamore Ct,Bloomfield Hills,MI,48302
995000.00,1351 Club Dr,Bloomfield Hills,MI,48302
789000.00,3225 E Bradford Dr,Bloomfield Hills,MI,48301
599950.00,2849 Whittier Dr,Bloomfield Hills,MI,48304
415000.00,1857 Ledbury Dr,Bloomfield Hills,MI,48304
449000.00,1030 Joanne Ct,Bloomfield Hills,MI,48302
519000.00,766 E Valley Chase Rd,Bloomfield Hills,MI,48304
199900.00,4041 W Maple Rd APT E103,Bloomfield,MI,48301
459000.00,7380 Saint Auburn Dr,Bloomfield Hills,MI,48301
975000.00,711 Kennebec Ct,Bloomfield Hills,MI,48304
1149000.00,257 Chestnut Cir,Bloomfield Hills,MI,48304
227500.00,1650 Trailwood Path APT B,Bloomfield Hills,MI,48301
168500.00,2005 Klingensmith Rd UNIT 64,Bloomfield Hills,MI,48302
1025000.00,46 Bataan Dr,Bloomfield Hills,MI,
1300000.00,1184 Copperwood Dr,Bloomfield Hills,MI,48302
935000.00,558 Kingsley Trl,Bloomfield Hills,MI,48304
629900.00,3714 Durham Ct,Bloomfield Hills,MI,48302
700000.00,3844 Mystic Valley Dr,Bloomfield Hills,MI,48302
799900.00,1289 Water Cliff Dr,Bloomfield Hills,MI,48302
1499900.00,3057 Heron Pointe Dr,Bloomfield Hills,MI,48302
569000.00,5310 Longmeadow Rd,Bloomfield Hills,MI,48304
894990.00,Hickory Plan,The Villas at Bloomfield Grove,,
600000.00,320 N Clifton Rd,Bloomfield Hills,MI,48301
2899000.00,491 Martell Dr,Bloomfield Hills,MI,48304
749500.00,559 Overhill Rd,Bloomfield Hills,MI,48301
749900.00,182 N Glengarry Rd,Bloomfield Hills,MI,48301
799000.00,473 N Cranbrook Rd,Bloomfield Hills,MI,48301
725000.00,95 Hadsell Dr,Bloomfield Hills,MI,48302
145900.00,1528 Lee Creek Rd,Belleville,WV,26133
205000.00,65904 State Route 124,Reedsville,OH,45772
35000.00,26 Belleville Dr,Belleville,WV,26133
159000.00,67571 State Route 124,Reedsville,OH,45772
174900.00,3312 N Stoneycrest Rd,Bloomington,IN,47404
363500.00,2312 S Montclair Ave,Bloomington,IN,47401
599500.00,415 W 7th St #274-275,Bloomington,IN,47404
145000.00,3221 N Kinser Pike,Bloomington,IN,47404
148900.00,708 S Cory Ln LOT 84,Bloomington,IN,47403
309900.00,4515 S Cardinal Dr,Bloomington,IN,47403
239900.00,1440 W Petal Ct,Bloomington,IN,47403
144900.00,604 W Allen St,Bloomington,IN,47403
128000.00,872 E Sherwood Hills Dr,Bloomington,IN,47401
499900.00,3313 S Forrester St,Bloomington,IN,47401
199900.00,5302 W Sycks Ct,Bloomington,IN,47404
279000.00,3648 S Sowder Sq,Bloomington,IN,47401
129900.00,9312 S Lake Ridge Dr #54,Bloomington,IN,47401
340000.00,4000 S Jamie Ln,Bloomington,IN,47401
285000.00,4321 E Walpole Ln,Bloomington,IN,47408
280000.00,322 E 1st St,Bloomington,IN,47401
157500.00,160 N Park Ridge Rd,Bloomington,IN,47408
235000.00,3950 S Knightridge Rd,Bloomington,IN,47401
515000.00,4291 S Windmill Ln,Bloomington,IN,
1250000.00,1501-1503 1513 S Walnut Street 106 & 110 E Hillside Dr #106,Bloomington,IN,47401
149900.00,921 E Waterloo Dr,Bloomington,IN,47401
26500.00,1390 W 8th St,Bloomington,IN,47404
57900.00,4713 N Triple Crown Dr,Bloomington,IN,47404
53900.00,4629 N Triple Crown Dr,Bloomington,IN,47404
53900.00,4640 N Triple Crown Dr,Bloomington,IN,47404
49900.00,4685 N Triple Crown Dr,Bloomington,IN,47404
53900.00,4635 N Triple Crown Dr,Bloomington,IN,47404
49900.00,4663 N Triple Crown Dr,Bloomington,IN,47404
53900.00,4649 N Triple Crown Dr,Bloomington,IN,47404
49900.00,4671 N Triple Crown Dr,Bloomington,IN,47404
57900.00,4714 N Triple Crown Dr,Bloomington,IN,47404
57900.00,4726 N Triple Crown Dr,Bloomington,IN,47404
134900.00,221 N Adams St,Bloomington,IN,47404
375000.00,915 S Rainier Ct,Bloomington,IN,47401
209000.00,1398 W 8th St,Bloomington,IN,47404
189900.00,3720 W Fullerton Pike,Bloomington,IN,47403
214777.00,2566 S Addisyn Ln,Bloomington,IN,47403
449000.00,304-308 W Kirkwood St,Bloomington,IN,47404
1250000.00,1501-1501 1503 1513 S Walnut Street 106 #&-110,Bloomington,IN,47401
595000.00,2150 E Mel Currie Rd,Bloomington,IN,47408
330000.00,16795 Renwick St,Livonia,MI,48154
163900.00,9132 Sunbury St,Livonia,MI,48150
232000.00,35844 Richland St,Livonia,MI,48150
219900.00,15486 Surrey St,Livonia,MI,48154
239900.00,9323 Eastwind Dr,Livonia,MI,48150
329900.00,34037 Burton Ln,Livonia,MI,48154
389900.00,35557 Seven Mile Rd,Livonia,MI,48152
293900.00,15925 Woodring Dr,Livonia,MI,48154
259900.00,36554 Grandon St,Livonia,MI,48150
195000.00,29955 Richland St,Livonia,MI,48150
152900.00,9143 Deering St,Livonia,MI,48150
280000.00,11402 Denne St,Livonia,MI,48150
300000.00,17418 Country Club Dr,Livonia,MI,48152
255000.00,17498 Doris St,Livonia,MI,48152
260000.00,33079 Oakley St,Livonia,MI,48154
239900.00,30855 Fargo St,Livonia,MI,48152
274900.00,18963 Bainbridge Ave,Livonia,MI,48152
249900.00,37160 Sherwood St,Livonia,MI,48154
175000.00,20125 Rensellor St,Livonia,MI,48152
190000.00,35457 Elmira St,Livonia,MI,48150
305900.00,35511 Wood St,Livonia,MI,48154
235000.00,15186 Norman St,Livonia,MI,48154
239900.00,34210 Orangelawn St,Livonia,MI,48150
364900.00,16533 Country Club Dr,Livonia,MI,48154
170000.00,32710 Ohio St,Livonia,MI,48150
229900.00,18419 Irving St,Livonia,MI,48152
144900.00,19628 Rensellor St,Livonia,MI,48152
379900.00,34608 Pinehurst Dr,Livonia,MI,48154
369900.00,37749 Pickford Dr,Livonia,MI,48152
209900.00,14518 Melrose St,Livonia,MI,48154
239900.00,35312 Elmira St,Livonia,MI,48150
349000.00,27928 Western Golf Dr,Livonia,MI,48154
275000.00,15132 Blue Skies St,Livonia,MI,48154
85000.00,27724 Fargo St,Livonia,MI,48152
310000.00,15525 Hubbard St,Livonia,MI,48154
179900.00,11200 Harrison St,Livonia,MI,48150
2000000.00,31630 Plymouth Rd,Livonia,MI,48150
285000.00,30647 Pickford St,Livonia,MI,48152
255000.00,18597 Levan Rd,Livonia,MI,48152
169900.00,29683 Nottingham Cir,Livonia,MI,48152
149000.00,24071 Chicago St,Dearborn,MI,48124
179000.00,2624 Academy St,Dearborn,MI,48124
199900.00,6118 Neckel St,Dearborn,MI,48126
199700.00,2005 Edgewood St,Dearborn,MI,48124
119900.00,2144 Homeplace St,Dearborn,MI,48124
149900.00,3023 Geneva St,Dearborn,MI,48124
79900.00,5523 Hartwell St,Dearborn,MI,48126
149900.00,648 Mayburn St,Dearborn,MI,48128
289900.00,6420 Argyle St,Dearborn,MI,48126
144900.00,22240 Tenny St,Dearborn,MI,48124
139900.00,5915 Steadman St,Dearborn,MI,48126
279000.00,7518 Williamson St,Dearborn,MI,48126
129900.00,22905 Sheridan St,Dearborn,MI,48128
141900.00,5460 Mead St,Dearborn,MI,48126
160000.00,3804 Mckinley St,Dearborn,MI,48124
107500.00,24061 Calvin St,Dearborn,MI,48124
104900.00,21800 Morley Ave APT 919,Dearborn,MI,48124
159900.00,18503 Audette St,Dearborn,MI,48124
20000.00,30 Morross Cir,Dearborn,MI,48126
144900.00,5226 Argyle St,Dearborn,MI,48126
199900.00,6456 Yinger Ave,Dearborn,MI,48126
69900.00,1439 S Telegraph Rd,Dearborn,MI,48124
279999.00,23900 Fordson Dr,Dearborn,MI,48124
189900.00,429 Robindale Ave,Dearborn,MI,48128
169000.00,4650 Curtis St,Dearborn,MI,48126
199900.00,6134 Neckel St,Dearborn,MI,48126
22900.00,3246 Harding St,Dearborn,MI,48124
140000.00,3147 Culver Ave,Dearborn,MI,48124
279900.00,22218 Abbey Ln,Dearborn,MI,48124
239900.00,22334 Beech St,Dearborn,MI,48124
122000.00,24638 Calvin St,Dearborn,MI,48124
209800.00,101 S York St,Dearborn,MI,48124
129900.00,10 Carlton Ln,Dearborn,MI,48120
159900.00,2433 Grindley Park St,Dearborn,MI,48124
129900.00,6 Carlton Ln,Dearborn,MI,48120
339000.00,15852 Longmeadow St,Dearborn,MI,48120
289000.00,445 S Waverly St,Dearborn,MI,48124
180000.00,828 N York St,Dearborn,MI,48128
115000.00,22925 Cleveland St,Dearborn,MI,48124
179700.00,702 S Brady Rd,Dearborn,MI,48124
499946.00,1946 Calvert St NW APT 1,Washington,DC,20009
525000.00,5308 Kansas Ave NW,Washington,DC,20011
369500.00,3315 Ely Pl SE,Washington,DC,20019
1550000.00,3321 Mckinley St NW,Washington,DC,20015
1185000.00,3408 13th St NW,Washington,DC,20010
325000.00,574 49th Pl NE,Washington,DC,20019
339900.00,1016 17th Pl NE #105,Washington,DC,
304900.00,1016 17th Pl NE #7,Washington,DC,
184000.00,44 49th St SE APT 201,Washington,DC,20019
475000.00,1432 V St SE,Washington,DC,20020
359900.00,3902-3902 14th St NW #416,Washington,DC,20011
359900.00,3902 14th St NW APT 416,Washington,DC,20011
879000.00,1915 Shepherd St NE,Washington,DC,20018
525000.00,1616 26th Pl SE #2,Washington,DC,
1050000.00,203 15th St NE,Washington,DC,20002
599000.00,4731 4th St NW,Washington,DC,20011
549000.00,3900 Watson Pl NW #A-7C,Washington,DC,20016
424900.00,2100 19th St NW #801,Washington,DC,20009
600000.00,2338 13th Pl NE,Washington,DC,20018
430000.00,1924 Trenton Pl SE,Washington,DC,20020
365000.00,2440 16th St NW APT 104,Washington,DC,20009
1200000.00,500 Dahlia St NW,Washington,DC,20012
399000.00,1000 New Jersey Ave SE UNIT 1217,Washington,DC,20003
799000.00,5113 Western Ave NW,Washington,DC,20016
850000.00,1832 Varnum St NE,Washington,DC,20018
1225000.00,1401 Q St NW APT 205,Washington,DC,20009
679000.00,2511 Queens Chapel Rd NE,Washington,DC,
650000.00,5303 13th St NW,Washington,DC,20011
629000.00,122 Tuckerman St NE,Washington,DC,20011
589000.00,710 Sheridan St NW,Washington,DC,20011
560000.00,3823 Commodore Joshua Barney Dr NE,Washington,DC,20018
1200000.00,3922 14th St NW,Washington,DC,20011
949999.00,904 Quincy St NE,Washington,DC,20017
398500.00,2501 Sayles Pl SE APT 11,Washington,DC,20020
689900.00,The Corcoran Plan,Riggs Park Place,,
839999.00,1226 Oates St NE,Washington,DC,20002
549900.00,57 N St NW #H-102,Washington,DC,
479900.00,57 N St NW #H-310,Washington,DC,
599000.00,919 Florida Ave NW APT 603,Washington,DC,20001
689000.00,1337 K St SE #202,Washington,DC,20003
99900.00,13209 Klinger St,Detroit,MI,48212
119900.00,20192 San Juan Dr,Detroit,MI,48221
64000.00,16235 Snowden St,Detroit,MI,48235
135900.00,17609 Woodingham Dr,Detroit,MI,48221
99000.00,20830 Joy Rd,Detroit,MI,48228
70000.00,15695 Edmore Dr,Detroit,MI,48205
120000.00,5901 Hillcrest St,Grosse Pointe,MI,48236
55000.00,15810 Griggs St,Detroit,MI,48238
39900.00,19129 Gruebner St,Detroit,MI,48234
69900.00,4059 Trenton St,Detroit,MI,48210
25000.00,18040 Fenelon St,Detroit,MI,48234
25000.00,10284 Delmar St,Detroit,MI,48211
25000.00,8083 Bryden St,Detroit,MI,48204
25000.00,8080 Bryden St,Detroit,MI,48204
25000.00,8075 Bryden St,Detroit,MI,48204
25000.00,8060 Bryden St,Detroit,MI,48204
25000.00,18599 Russell St,Detroit,MI,48203
159900.00,17326 Santa Rosa Dr,Detroit,MI,48221
25000.00,8904 Vaughan St,Detroit,MI,48228
25000.00,18859 Orleans St,Detroit,MI,48203
269000.00,8200 E Jefferson Ave APT 609,Detroit,MI,48214
25000.00,10123 Maplelawn St,Detroit,MI,48204
25000.00,12343 Lansdowne St,Detroit,MI,48224
25000.00,191 E Grixdale Ave,Detroit,MI,48203
25000.00,90 E Greendale St,Highland Park,MI,48203
15000.00,427 Marston St,Detroit,MI,48202
25000.00,9354 Bessemore St,Detroit,MI,48213
69000.00,15779 Murray Hill St,Detroit,MI,48227
169000.00,4866 Grayton St,Detroit,MI,48224
1000.00,3330 Greyfriars St,Detroit,MI,48217
1000.00,12876 Hubbell St,Detroit,MI,48227
1000.00,9401 Ravenswood St,Detroit,MI,48204
1000.00,18011 Gilchrist St,Detroit,MI,48235
100000.00,18451-18453 Lesure St,Detroit,MI,48235
248000.00,5766 Trumbull St APT 211,Detroit,MI,48208
223900.00,Ontario Plan,Great Lakes Tower,,
85000.00,8347 Hubbell St,Detroit,MI,48228
29900.00,19360 Murray Hill St,Detroit,MI,48235
210000.00,5766 Trumbull St APT 106,Detroit,MI,48208
19900.00,16595 Lilac St,Detroit,MI,48221
699900.00,Five Plan,Alto at Stapleton,,
879000.00,4551 Vrain St,Denver,CO,80212
699900.00,3203 N Saint Paul St,Denver,CO,80205
939900.00,Two Plan,Luxe at Stapleton,,
724900.00,3201 N Saint Paul St,Denver,CO,80205
349000.00,3926 E Evans Ave,Denver,CO,80210
1350000.00,3740 E 3rd Ave,Denver,CO,80206
527500.00,410 Acoma St #2-UNIT 5-1,Denver,CO,80204
660000.00,2B Plan,The Met at Boulevard One,,
1400000.00,2230 N Glencoe St,Denver,CO,80207
579900.00,2125 Niagara St,Denver,CO,80207
317500.00,Aster Plan,The Horizon Collection at Altaira at High Point,,
429000.00,14470 Stoll Pl,Denver,CO,80239
389000.00,630 S Decatur St,Denver,CO,80219
850000.00,Two Plan,Vive at Stapleton,,
699900.00,Four Plan,Alto at Stapleton,,
895000.00,3444 Navajo St #10,Denver,CO,80211
329000.00,9300 E Florida Ave UNIT 1004,Denver,CO,80247
2600000.00,550 Fillmore St,Denver,CO,80206
995000.00,4715 N Vallejo St,Denver,CO,80211
392000.00,Torrey Plan,The Summit Collection at Altaira at High Point,,
599000.00,3201 Olive St,Denver,CO,80207
949900.00,One Plan,Luxe at Stapleton,,
650000.00,4431 N Tennyson St UNIT 5,Denver,CO,80212
662000.00,4431 N Tennyson St UNIT 12,Denver,CO,80212
675000.00,4431 N Tennyson St UNIT 1,Denver,CO,80212
1100000.00,4636 Bryant St,Denver,CO,80211
471200.00,5179 N Eliot St,Denver,CO,80221
650000.00,4431 N Tennyson St UNIT 4,Denver,CO,80212
